dom_len,is_ip,tld_len,subdom_cnt,digit_cnt,qm_cnt,amp_cnt,dot_cnt,dash_cnt,under_cnt,letter_ratio,digit_ratio,spec_ratio,is_https,slash_cnt,path_len,query_len,label
11,0,6,1,0,0,0,3,0,0,0.730769231,0.0,0.269230769,0,3,1,0,0
21,0,3,1,0,0,0,2,0,0,0.848484848,0.0,0.151515152,1,2,0,0,0
14,0,3,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,1,3,1,0,0
13,0,3,1,0,0,0,2,0,0,0.818181818,0.0,0.181818182,1,3,1,0,0
12,0,2,1,0,0,0,2,0,0,0.791666667,0.0,0.208333333,1,2,0,0,0
11,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,1,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
11,0,6,1,0,0,0,3,0,0,0.703703704,0.0,0.296296296,0,4,5,0,0
9,0,3,1,3,0,0,2,0,0,0.571428571,0.142857143,0.285714286,0,3,1,0,0
19,0,3,1,0,0,0,2,0,0,0.806451613,0.0,0.193548387,0,3,1,0,0
10,0,3,1,10,0,0,2,1,0,0.761904762,0.119047619,0.119047619,1,6,61,0,1
10,0,6,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,1,0,0
6,0,2,1,5,1,0,3,0,0,0.746478873,0.070422535,0.183098592,0,6,30,23,0
10,0,2,1,0,0,0,2,0,0,0.772727273,0.0,0.227272727,1,2,0,0,0
17,0,3,1,0,0,0,2,0,0,0.793103448,0.0,0.206896552,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
15,0,3,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
10,0,3,1,6,0,0,2,0,1,0.80952381,0.071428571,0.119047619,1,6,61,0,1
16,0,3,1,0,0,0,2,0,0,0.785714286,0.0,0.214285714,0,3,1,0,0
11,0,3,2,8,0,0,3,2,1,0.7,0.133333333,0.166666667,1,3,24,0,1
9,0,3,1,0,0,0,2,3,0,0.780487805,0.0,0.219512195,1,3,1,0,1
16,0,3,1,0,0,0,3,0,0,0.795454545,0.0,0.204545455,1,5,16,0,0
19,0,3,1,0,0,0,2,0,0,0.806451613,0.0,0.193548387,0,3,1,0,0
14,0,3,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,0,3,1,0,0
12,0,6,0,0,0,0,2,0,0,0.714285714,0.0,0.285714286,1,3,1,0,0
13,0,3,1,0,0,0,2,0,0,0.76,0.0,0.24,0,3,1,0,0
14,0,3,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
11,0,3,0,0,0,0,1,0,0,0.739130435,0.0,0.260869565,1,4,4,0,0
12,0,5,1,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.823529412,0.0,0.176470588,1,3,1,0,1
13,0,2,1,0,0,0,2,0,0,0.76,0.0,0.24,0,3,1,0,0
11,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
35,0,8,0,5,0,0,1,6,0,0.684210526,0.087719298,0.228070175,1,5,14,0,1
7,0,3,2,0,0,0,4,0,0,0.777777778,0.0,0.222222222,1,3,12,0,0
16,0,3,0,0,0,0,1,0,0,0.8,0.0,0.2,1,3,1,0,0
10,0,2,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
9,0,6,1,0,0,0,4,0,2,0.78125,0.0,0.21875,0,6,36,0,0
9,0,3,1,1,0,0,2,0,0,0.714285714,0.035714286,0.25,1,4,6,0,0
10,0,6,1,0,0,0,3,0,0,0.727272727,0.0,0.272727273,1,2,0,0,0
16,0,2,1,0,0,0,2,0,0,0.785714286,0.0,0.214285714,0,3,1,0,0
20,0,3,1,0,0,0,2,0,0,0.8125,0.0,0.1875,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
9,0,3,1,0,0,0,2,2,0,0.771428571,0.0,0.228571429,1,3,1,0,1
26,0,3,0,0,0,0,1,1,0,0.828571429,0.0,0.171428571,1,3,1,0,0
5,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,1,3,1,0,0
11,0,2,1,0,0,0,2,0,0,0.772727273,0.0,0.227272727,0,2,0,0,0
10,0,2,1,0,0,0,2,0,0,0.72,0.0,0.28,0,4,4,0,0
11,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,1,3,1,0,0
14,0,3,1,0,0,0,2,1,0,0.740740741,0.0,0.259259259,1,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.772727273,0.0,0.227272727,1,2,0,0,0
9,0,2,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,1,0,0
7,0,3,1,2,0,0,2,1,0,0.7,0.066666667,0.233333333,1,3,1,0,1
19,0,3,0,0,0,0,1,0,0,0.821428571,0.0,0.178571429,1,3,1,0,1
27,0,3,0,0,0,0,1,0,0,0.857142857,0.0,0.142857143,0,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,1,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
21,0,3,1,0,0,0,2,0,0,0.84375,0.0,0.15625,0,2,0,0,0
20,0,3,1,7,0,0,2,1,0,0.704545455,0.159090909,0.136363636,1,2,0,0,1
10,0,3,1,8,0,0,2,2,3,0.738095238,0.095238095,0.166666667,1,6,61,0,1
15,0,2,2,0,0,0,3,1,0,0.742857143,0.0,0.257142857,0,4,4,0,0
14,0,3,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,1,3,1,0,0
19,0,3,1,0,0,0,2,0,0,0.806451613,0.0,0.193548387,0,3,1,0,0
10,0,2,1,0,0,0,2,1,0,0.681818182,0.0,0.318181818,0,3,1,0,0
10,0,5,1,0,0,0,3,0,0,0.68,0.0,0.32,0,4,4,0,0
17,0,2,1,0,0,0,2,0,0,0.793103448,0.0,0.206896552,0,3,1,0,0
11,0,6,0,0,0,0,2,0,0,0.722222222,0.0,0.277777778,0,2,0,0,0
10,0,5,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,1,0,0
16,0,2,1,0,0,0,2,0,0,0.78125,0.0,0.21875,1,4,4,0,0
7,0,2,1,0,0,0,2,0,0,0.681818182,0.0,0.318181818,0,4,4,0,0
16,0,5,0,0,0,0,2,0,0,0.75,0.0,0.25,0,3,1,0,0
6,0,2,1,0,0,0,2,0,0,0.75862069,0.0,0.24137931,0,4,10,0,0
12,0,5,1,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.730769231,0.0,0.269230769,1,4,4,0,0
12,0,6,0,0,0,0,2,0,0,0.714285714,0.0,0.285714286,1,3,1,0,0
10,0,3,0,0,0,0,1,0,0,0.777777778,0.0,0.222222222,1,2,0,0,0
7,0,3,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
11,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,0,3,1,0,0
10,0,3,1,0,0,0,2,1,0,0.740740741,0.0,0.259259259,1,3,1,0,1
11,0,6,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
15,0,3,1,0,0,0,2,0,0,0.785714286,0.0,0.214285714,1,3,1,0,0
19,0,3,0,0,0,0,1,0,0,0.821428571,0.0,0.178571429,1,3,1,0,0
11,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
9,0,3,1,0,0,0,2,0,0,0.761904762,0.0,0.238095238,1,2,0,0,0
14,0,3,1,0,0,0,2,0,0,0.806451613,0.0,0.193548387,1,3,1,0,1
16,0,3,1,0,0,0,2,0,0,0.785714286,0.0,0.214285714,0,3,1,0,0
9,0,3,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,1,3,1,0,0
14,0,2,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,0,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.846153846,0.0,0.153846154,1,3,1,0,1
22,0,2,1,66,1,0,6,6,0,0.713178295,0.170542636,0.11627907,1,3,9,344,1
8,0,2,1,0,0,0,2,0,0,0.8125,0.0,0.1875,1,6,28,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
8,0,2,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
6,0,3,1,1,0,0,3,0,1,0.731707317,0.024390244,0.243902439,0,5,23,0,0
6,0,2,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,3,0,0
5,0,2,2,0,0,0,4,0,0,0.8,0.0,0.2,0,6,36,0,0
9,0,3,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,1,0,0
10,0,6,0,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
20,0,6,1,0,0,0,3,0,0,0.78125,0.0,0.21875,0,3,1,0,0
15,0,5,1,0,0,0,3,0,0,0.741935484,0.0,0.258064516,1,4,4,0,0
6,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
15,0,6,1,0,0,0,3,0,0,0.740740741,0.0,0.259259259,0,3,1,0,0
10,0,3,1,7,0,0,2,0,1,0.797619048,0.083333333,0.119047619,1,6,61,0,1
11,0,2,0,0,0,0,1,0,0,0.736842105,0.0,0.263157895,0,3,1,0,0
18,0,3,1,0,0,0,2,0,0,0.8,0.0,0.2,0,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
19,0,11,1,0,0,0,3,0,0,0.774193548,0.0,0.225806452,0,3,1,0,0
11,0,2,0,1,1,0,2,0,0,0.742857143,0.028571429,0.228571429,0,3,1,15,0
9,0,2,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,1,0,0
16,0,3,1,0,0,0,2,0,0,0.785714286,0.0,0.214285714,0,3,1,0,0
13,0,3,0,0,0,0,1,0,0,0.761904762,0.0,0.238095238,0,3,1,0,0
11,0,3,3,8,0,0,5,0,0,0.793103448,0.091954023,0.114942529,1,4,42,0,1
9,0,2,1,0,0,0,2,0,0,0.724137931,0.0,0.275862069,1,5,8,0,0
9,0,3,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,1,0,0
6,0,3,2,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,1,0,0
6,0,2,2,0,0,0,4,0,1,0.807692308,0.0,0.192307692,0,4,30,0,0
5,0,2,1,2,1,0,3,0,0,0.705882353,0.039215686,0.254901961,1,6,2,33,1
11,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
12,0,6,1,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,1,0,0
9,0,5,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,1,3,1,0,0
6,0,2,0,5,0,0,1,0,0,0.545454545,0.227272727,0.227272727,1,3,8,0,1
14,0,2,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,0,3,1,0,0
11,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,1,3,1,0,0
20,0,3,0,0,0,0,1,0,0,0.821428571,0.0,0.178571429,0,3,1,0,0
18,0,2,1,0,0,0,3,1,0,0.780487805,0.0,0.219512195,0,4,12,0,0
7,0,3,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
16,0,5,1,2,0,0,3,0,0,0.678571429,0.071428571,0.25,0,3,1,0,0
11,0,3,1,0,0,0,2,0,0,0.740740741,0.0,0.259259259,0,4,5,0,0
21,0,3,1,0,0,0,2,0,0,0.818181818,0.0,0.181818182,0,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.766666667,0.0,0.233333333,0,4,11,0,0
25,0,3,1,0,0,0,2,0,0,0.842105263,0.0,0.157894737,1,3,1,0,0
9,0,3,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,1,0,0
8,0,3,1,0,0,0,3,0,0,0.794117647,0.0,0.205882353,1,3,14,0,0
11,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
12,0,3,0,0,0,0,1,0,0,0.761904762,0.0,0.238095238,1,3,1,0,0
22,0,3,1,0,0,0,2,1,0,0.783783784,0.0,0.216216216,0,4,4,0,0
6,0,2,1,0,0,0,2,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
8,0,4,0,5,1,0,1,0,0,0.625,0.15625,0.21875,1,3,1,14,0
11,0,2,1,0,0,0,2,0,0,0.785714286,0.0,0.214285714,1,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.692307692,0.0,0.307692308,0,5,8,0,0
20,0,4,1,1,0,0,2,1,0,0.75,0.03125,0.21875,1,3,1,0,1
15,0,3,1,0,0,0,2,0,0,0.846153846,0.0,0.153846154,1,3,1,0,1
10,0,3,1,0,0,0,2,1,0,0.708333333,0.0,0.291666667,0,3,1,0,0
23,0,3,1,0,0,0,2,0,0,0.828571429,0.0,0.171428571,0,3,1,0,0
12,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,0,3,1,0,0
6,0,2,0,1,0,0,1,0,0,0.727272727,0.045454545,0.227272727,1,3,8,0,1
6,0,2,1,0,0,0,2,0,0,0.76,0.0,0.24,0,3,8,0,0
11,0,2,0,75,1,7,4,4,0,0.68,0.1875,0.1325,1,3,10,370,1
11,0,5,2,0,0,0,4,0,0,0.730769231,0.0,0.269230769,0,2,0,0,0
30,0,3,0,0,0,0,1,0,0,0.868421053,0.0,0.131578947,0,3,1,0,0
14,0,3,0,0,0,0,1,0,0,0.772727273,0.0,0.227272727,0,3,1,0,0
15,0,3,1,7,0,0,2,1,0,0.621621622,0.189189189,0.189189189,1,3,1,0,1
9,0,3,0,0,0,0,1,0,0,0.705882353,0.0,0.294117647,0,3,1,0,0
12,0,3,0,0,0,0,1,0,0,0.761904762,0.0,0.238095238,1,3,1,0,1
11,0,5,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
21,0,3,0,0,0,0,1,1,0,0.787878788,0.0,0.212121212,1,4,4,0,0
9,0,3,1,0,0,0,2,3,0,0.780487805,0.0,0.219512195,1,3,1,0,1
10,0,6,1,6,1,3,4,0,0,0.702702703,0.081081081,0.216216216,0,3,9,43,0
10,0,6,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,1,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.782608696,0.0,0.217391304,1,2,0,0,0
24,0,6,1,0,0,0,3,4,0,0.850574713,0.0,0.149425287,1,5,51,0,0
12,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,0,3,1,0,0
8,0,2,1,0,0,0,3,0,0,0.727272727,0.0,0.272727273,0,5,14,0,0
19,0,3,1,0,0,0,2,0,0,0.8125,0.0,0.1875,1,3,1,0,0
19,0,3,1,0,0,0,2,0,0,0.8125,0.0,0.1875,1,3,1,0,0
12,0,3,0,0,0,0,1,1,0,0.714285714,0.0,0.285714286,1,3,1,0,0
13,0,5,1,0,0,0,3,1,0,0.68,0.0,0.32,0,3,1,0,0
14,0,3,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,1,3,1,0,0
15,0,3,1,0,0,0,2,1,0,0.740740741,0.0,0.259259259,0,3,1,0,0
20,0,10,1,0,0,0,3,0,0,0.795454545,0.0,0.204545455,1,5,12,0,0
9,0,3,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,1,3,1,0,0
11,0,2,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
9,0,3,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,1,0,0
16,0,3,1,0,0,0,2,0,0,0.846153846,0.0,0.153846154,1,3,1,0,1
20,0,3,0,0,0,0,2,2,0,0.771428571,0.0,0.228571429,1,3,7,0,1
10,0,2,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
16,0,2,1,0,0,0,2,0,0,0.785714286,0.0,0.214285714,0,3,1,0,0
12,0,3,1,17,0,0,2,4,0,0.582089552,0.253731343,0.164179104,1,4,42,0,1
7,0,2,1,0,0,0,2,0,0,0.722222222,0.0,0.277777778,0,2,0,0,0
19,0,3,1,0,0,0,2,0,0,0.806451613,0.0,0.193548387,0,3,1,0,0
10,0,2,2,0,0,0,3,1,0,0.8125,0.0,0.1875,1,4,12,0,0
14,0,3,0,0,0,0,1,0,0,0.818181818,0.0,0.181818182,1,2,0,0,0
10,0,3,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
7,0,2,2,0,0,0,3,0,0,0.727272727,0.0,0.272727273,0,2,0,0,0
12,0,2,1,0,0,0,2,0,0,0.76,0.0,0.24,1,3,1,0,0
13,0,6,0,0,0,0,2,0,0,0.727272727,0.0,0.272727273,1,3,1,0,0
17,0,3,1,0,0,0,2,0,0,0.793103448,0.0,0.206896552,0,3,1,0,0
16,0,2,1,0,0,0,2,1,0,0.75,0.0,0.25,0,3,1,0,0
10,0,5,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,1,0,0
13,0,3,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,1,3,1,0,0
26,0,3,0,0,0,0,1,0,0,0.852941176,0.0,0.147058824,0,3,1,0,0
22,0,3,1,0,0,0,2,0,0,0.823529412,0.0,0.176470588,0,3,1,0,0
10,0,5,1,0,0,0,3,0,0,0.681818182,0.0,0.318181818,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
11,0,3,2,3,0,0,3,0,0,0.72972973,0.081081081,0.189189189,1,3,1,0,1
21,0,3,1,0,0,0,2,0,0,0.818181818,0.0,0.181818182,0,3,1,0,0
10,0,2,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
11,0,6,1,2,0,0,3,1,1,0.744680851,0.042553191,0.212765957,0,4,25,0,0
20,0,3,1,0,0,0,2,1,0,0.78125,0.0,0.21875,0,3,1,0,0
12,0,5,1,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,1,0,0
7,0,2,1,0,0,0,2,1,0,0.815789474,0.0,0.184210526,0,3,1,0,0
13,0,3,1,0,0,0,2,0,0,0.76,0.0,0.24,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.695652174,0.0,0.304347826,1,4,4,0,0
8,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,1,2,0,0,0
6,0,2,2,0,0,0,3,0,0,0.72,0.0,0.28,0,3,3,0,0
9,0,3,1,0,0,0,2,0,0,0.72,0.0,0.28,1,4,4,0,0
8,0,2,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
12,0,6,1,0,0,0,3,0,0,0.708333333,0.0,0.291666667,0,3,1,0,0
8,0,3,2,0,0,0,4,0,0,0.780487805,0.0,0.219512195,1,4,15,0,0
12,0,2,0,0,0,0,1,0,0,0.772727273,0.0,0.227272727,0,3,3,0,0
11,0,6,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,1,3,1,0,0
17,0,3,1,0,0,0,2,0,0,0.8,0.0,0.2,1,3,1,0,0
9,0,3,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,1,0,0
15,0,3,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,3,1,0,0
6,0,2,0,0,0,0,1,1,0,0.714285714,0.0,0.285714286,1,3,7,0,1
17,0,2,0,0,0,0,1,1,0,0.8,0.0,0.2,1,2,0,0,0
19,0,3,1,0,0,0,2,2,0,0.836363636,0.0,0.163636364,1,4,24,0,0
9,0,5,1,0,0,0,3,0,0,0.666666667,0.0,0.333333333,0,3,1,0,0
19,0,3,0,0,0,0,1,0,0,0.814814815,0.0,0.185185185,0,3,1,0,0
12,0,3,1,0,0,0,2,0,0,0.791666667,0.0,0.208333333,1,2,0,0,0
14,0,3,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,1,3,1,0,0
30,0,3,0,0,0,0,1,0,0,0.868421053,0.0,0.131578947,0,3,1,0,0
16,0,3,1,0,0,0,2,0,0,0.785714286,0.0,0.214285714,0,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.823529412,0.0,0.176470588,1,3,11,0,0
16,0,2,1,1,0,0,2,1,0,0.714285714,0.028571429,0.257142857,0,5,8,0,0
15,0,2,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,3,1,0,0
17,0,3,1,0,0,0,2,0,0,0.793103448,0.0,0.206896552,0,3,1,0,0
11,0,2,0,1,0,0,1,0,0,0.785714286,0.035714286,0.178571429,1,3,9,0,1
15,0,3,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,0,3,1,0,0
13,0,3,0,0,0,0,1,0,0,0.772727273,0.0,0.227272727,1,3,1,0,0
10,0,2,1,0,0,0,2,0,0,0.730769231,0.0,0.269230769,1,4,4,0,0
23,0,3,1,0,0,0,2,0,0,0.860465116,0.0,0.139534884,1,3,1,0,0
11,0,6,1,0,0,0,3,0,0,0.692307692,0.0,0.307692308,0,4,4,0,0
11,0,2,1,0,0,0,2,1,0,0.681818182,0.0,0.318181818,0,3,1,0,0
15,0,3,0,4,0,0,1,0,0,0.82,0.08,0.1,0,3,28,0,1
9,0,3,1,0,0,0,2,3,0,0.775,0.0,0.225,1,3,1,0,1
11,0,3,1,0,0,0,2,1,0,0.695652174,0.0,0.304347826,0,3,1,0,0
23,0,4,1,9,0,0,2,1,0,0.673913043,0.195652174,0.130434783,0,2,0,0,1
13,0,3,1,0,0,0,2,0,0,0.76,0.0,0.24,0,3,1,0,0
8,0,3,0,0,0,0,1,0,3,0.850746269,0.0,0.149253731,0,5,52,0,0
18,0,3,0,0,0,0,1,1,0,0.769230769,0.0,0.230769231,0,3,1,0,0
8,0,2,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,5,9,0,0
21,0,4,1,7,0,0,2,1,0,0.638888889,0.194444444,0.166666667,0,2,0,0,1
5,0,2,0,2,0,0,1,0,0,0.65,0.1,0.25,1,3,7,0,1
9,0,2,1,0,0,0,2,1,0,0.820512821,0.0,0.179487179,1,3,18,0,0
11,0,5,0,0,0,0,2,0,0,0.736842105,0.0,0.263157895,1,2,0,0,0
13,0,2,3,6,0,0,4,1,0,0.680851064,0.127659574,0.191489362,1,3,1,0,1
24,0,2,1,0,0,0,2,1,0,0.805555556,0.0,0.194444444,0,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
11,0,6,1,0,0,0,3,0,0,0.740740741,0.0,0.259259259,0,3,1,0,0
9,0,3,0,0,0,0,1,0,0,0.684210526,0.0,0.315789474,1,4,2,0,0
13,0,5,1,0,0,0,3,0,0,0.764705882,0.0,0.235294118,1,4,9,0,0
8,0,2,1,0,0,0,2,0,0,0.771428571,0.0,0.228571429,1,5,15,0,0
12,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,0,3,1,0,0
22,0,3,0,0,0,0,1,0,0,0.833333333,0.0,0.166666667,0,3,1,0,0
15,0,3,1,0,0,0,2,0,0,0.785714286,0.0,0.214285714,1,3,1,0,0
13,0,2,0,0,0,0,1,0,0,0.761904762,0.0,0.238095238,0,3,1,0,0
11,0,6,1,0,0,0,3,0,0,0.692307692,0.0,0.307692308,0,4,4,0,0
13,0,3,1,0,0,0,2,0,0,0.76,0.0,0.24,0,3,1,0,0
13,0,3,0,0,0,0,1,0,0,0.772727273,0.0,0.227272727,1,3,1,0,0
11,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,1,3,1,0,0
13,0,3,1,0,0,0,2,0,0,0.8,0.0,0.2,1,2,0,0,0
8,0,2,1,0,0,0,2,0,0,0.7,0.0,0.3,0,3,1,0,0
10,0,3,1,7,1,0,2,0,1,0.81,0.07,0.12,1,6,65,11,1
26,0,2,1,0,0,0,2,2,0,0.789473684,0.0,0.210526316,0,3,1,0,0
33,0,3,1,0,0,0,2,0,0,0.869565217,0.0,0.130434783,1,3,1,0,0
12,0,5,0,0,0,0,2,0,0,0.736842105,0.0,0.263157895,0,2,0,0,1
27,0,6,1,0,0,0,3,0,0,0.820512821,0.0,0.179487179,0,3,1,0,0
12,0,6,1,0,0,0,3,0,0,0.72,0.0,0.28,1,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.846153846,0.0,0.153846154,1,3,1,0,1
11,0,3,0,0,0,0,1,0,0,0.736842105,0.0,0.263157895,0,3,1,0,0
6,0,2,1,0,0,0,2,0,0,0.708333333,0.0,0.291666667,0,4,5,0,0
8,0,2,1,5,0,0,3,0,2,0.714285714,0.102040816,0.183673469,0,3,30,0,0
11,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,1,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.840909091,0.0,0.159090909,1,4,22,0,0
11,0,3,1,15,0,0,2,0,0,0.476190476,0.357142857,0.166666667,1,4,20,0,1
13,0,5,0,0,0,0,2,0,0,0.724137931,0.0,0.275862069,0,5,9,0,0
9,0,2,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,1,3,1,0,0
8,0,3,1,0,0,0,2,3,0,0.814285714,0.0,0.185714286,1,7,50,0,0
17,0,3,1,0,0,0,2,0,0,0.793103448,0.0,0.206896552,0,3,1,0,0
8,0,3,1,0,0,0,2,0,0,0.777777778,0.0,0.222222222,1,3,7,0,0
12,0,3,1,0,0,0,2,0,0,0.75,0.0,0.25,0,3,1,0,0
13,0,2,1,0,0,0,2,1,0,0.787878788,0.0,0.212121212,0,3,9,0,0
13,0,3,1,0,0,0,2,0,0,0.8,0.0,0.2,1,2,0,0,0
10,0,3,1,0,0,0,2,0,0,0.785714286,0.0,0.214285714,1,3,1,0,1
13,0,3,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,1,3,1,0,0
10,0,3,1,0,0,0,2,0,0,0.727272727,0.0,0.272727273,0,3,1,0,0
15,0,6,1,0,0,0,3,0,0,0.777777778,0.0,0.222222222,1,2,0,0,0
9,0,3,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,0,3,1,0,0
9,0,5,1,0,0,0,3,0,0,0.72,0.0,0.28,0,3,1,0,0
13,0,9,1,0,0,0,4,0,0,0.708333333,0.0,0.291666667,0,2,0,0,0
11,0,6,1,0,0,0,3,0,0,0.695652174,0.0,0.304347826,0,3,1,0,0
11,0,3,1,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
6,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,1,3,1,0,0
13,0,3,1,0,0,0,2,0,0,0.769230769,0.0,0.230769231,1,3,1,0,0
11,0,2,1,0,0,0,2,0,0,0.75,0.0,0.25,1,3,1,0,0
7,0,2,1,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
8,0,2,1,0,0,0,2,0,0,0.714285714,0.0,0.285714286,1,3,1,0,0
26,0,3,1,0,0,0,2,2,0,0.789473684,0.0,0.210526316,0,3,1,0,0
10,0,3,0,0,0,0,1,0,0,0.736842105,0.0,0.263157895,1,3,1,0,0
15,0,6,0,0,0,0,2,0,0,0.739130435,0.0,0.260869565,0,3,1,0,0
22,0,3,1,0,0,0,2,0,0,0.852941176,0.0,0.147058824,1,2,0,0,0
11,0,6,0,0,0,0,2,0,0,0.684210526,0.0,0.315789474,0,3,1,0,0
